title|authors|year|abstract|pages|numpages|keywords|address|articleno|booktitle|doi|id|issue_date|isbn|issn|journal|location|month|note|number|publisher|series|type|url|volume|filename
An Approach for Extracting Business Vocabularies from Business Process Models|Tomas Skersys, Tomas Skersys, Rimantas Butleris, Rimantas Butleris, Kęstutis Kapočius, Kestutis Kapocius, Tomas Vileiniškis, Tomas Vileiniskis|2013|Being a part of business process management (BPM) life cycle, business process modeling has found its place in information systems development (ISD) practices as well. At the same time, concepts of business vocabularies and rules are also the hot topics among BPM and ISD practitioners and academics. Nevertheless, in ISD, the integration of business process models with business vocabularies and rules is still not standardized and remains quite empiric. In this paper, basic aspects of the approach for business vocabularies’ extraction from business process models are presented. The approach is based on novel business level OMG standards “Business Process Model and Notation” (BPMN) and “Semantics for Business Vocabularies and Business Rules” (SBVR), thus contributing to OMG’s vision about Model-Driven Architecture (MDA) and to model-driven development in general. DOI: http://dx.doi.org/10.5755/j01.itc.42.2.2310|||||||10.5755/j01.itc.42.2.2310|Skersys_2013b||||null|||||||article|||dissertacao-2024.bib
Approach for Semi-automatic Extraction of Business Vocabularies and Rules from Use Case Diagrams|Tomas Skersys, Tomas Skersys, Paulius Danènas, Paulius Danenas, Rimantas Butleris, Rimantas Butleris|2014|The main purpose of this paper is to explore the possibilities to extract well-structured business vocabularies and rules from the formalized requirements specifications expressed via use case diagrams; Object Management Group’s (OMG) standards, namely Semantics of Business Vocabularies and Business Rules (SBVR) and Unified Modeling Language (UML), are used for this purpose. The paper concentrates on a semi-automatic extraction approach by proposing UML2SBVR mapping matrix, extraction algorithm and implementation prototype. An experiment and the evaluation of its results are discussed to prove the usability of the presented approach.|||||||10.1007/978-3-319-06505-2_13|Skersys_2014||||null|||||||article|||dissertacao-2024.bib
Extracting business vocabularies from business process models: SBVR and BPNM standards-based approach|Tomas Skersys, Tomas Skersys, Kęstutis Kapočius, Kestutis Kapocius, Rimantas Butleris, Rimantas Butleris, Tomas Danikauskas, Tomas Danikauskas|2014|Approaches for the analysis and specification of business vocabularies and rules are relevant topics in both Business Process Management and Information Systems Development disciplines. However, in common practice of Information Systems Development, the Business modeling activities still are of mostly empiric nature. In this paper, aspects of the approach for semi-automatic extraction of business vocabularies (BV) from business process models (BPM) are presented. The approach is based on novel business modeling-level OMG standards “Business Process Model and Notation” (BPMN) and “Semantics for Business Vocabularies and Business Rules” (SBVR), thus contributing to OMG’s vision of Model-Driven Architecture (MDA) and to model-driven development in general. The discussed extraction approach is evaluated against fully-automatic BPMN BPM a SBVR BV transformation that has been developed in parallel to the presented work.|||||||10.2298/csis140106079s|Skersys_2014b||||Computer Science and Information Systems|||||||article|||dissertacao-2024.bib
Implementing semantically rich business vocabularies in CASE tools|Tomas Skersys, Tomas Skersys, Saulius Pavalkis, Saulius Pavalkis, Lina Nemuraitė, Lina Nemuraite|2015|The demand for support of business vocabularies in model-driven development of information systems becomes more and more evident. Yet this is being left out of focus by the majority of CASE tools vendors. Today, there are very few CASE tools, which offer certain functionality to manage business vocabularies and use them as an integral part of the whole system development project; none of the analyzed tools use any widely accepted standard for describing such vocabularies. In this paper, basic aspects of the implementation technology of semantically rich business vocabularies in CASE tool environment are presented. The solution is based on a novel OMG standard Semantics for Business Vocabularies and Business Rules (SBVR) and is implemented by making use of the extension mechanism of Unified Modeling Language (UML) and reusable functional components of the selected CASE tool MagicDraw.|||||||10.1063/1.4912555|Skersys_2015||||null|||||||article|||dissertacao-2024.bib
Extracting SBVR business vocabularies and business rules from UML use case diagrams|Tomas Skersys, Tomas Skersys, Paulius Danènas, Paulius Danenas, Rimantas Butleris, Rimantas Butleris|2018|Abstract In model-driven information systems engineering, model transformations reside at the very core of this paradigm. Indeed, model transformations (in particular, model-to-model, or M2M) are a must-have feature of any modern model-driven approach supported by CASE technology. Model transformations are intended to raise quality of the models under development, and also speed-up the modeling itself by bringing in certain level of automation into the development process. Nevertheless, due to certain objective reasons, the level of such automation is spread unevenly throughout the development process – in this respect, Business Modeling and System Analysis are, arguably, the most underdeveloped phases of the model-driven information systems development life cycle. In this paper, we show how M2M transformation technology was used to extract well-structured business vocabularies and business rules from formal use case models represented through a set of use case diagrams; Object Management Group's (OMG) standards Semantics for Business Vocabulary and Rules (SBVR) and Unified Modeling Language (UML) were used for this purpose. The proposed solution consists of two concurrent approaches, namely, automatic and semi-automatic, which may be used selectively to achieve the best expected result. Basic implementation aspects of the solution integrating both approaches are also briefly presented in the paper. While UML use case models is the main subject in this research, the proposed solution may be adopted for other UML and MOF-based models as well.|||||||10.1016/j.jss.2018.03.061|Skersys_2018||||Journal of Systems and Software|||||||article|||dissertacao-2024.bib
Extracting SBVR business vocabularies and business rules from UML use case diagrams|Tomas Skersys, Tomas Skersys, Paulius Danènas, Paulius Danenas, Rimantas Butleris, Rimantas Butleris|2018|Abstract In model-driven information systems engineering, model transformations reside at the very core of this paradigm. Indeed, model transformations (in particular, model-to-model, or M2M) are a must-have feature of any modern model-driven approach supported by CASE technology. Model transformations are intended to raise quality of the models under development, and also speed-up the modeling itself by bringing in certain level of automation into the development process. Nevertheless, due to certain objective reasons, the level of such automation is spread unevenly throughout the development process – in this respect, Business Modeling and System Analysis are, arguably, the most underdeveloped phases of the model-driven information systems development life cycle. In this paper, we show how M2M transformation technology was used to extract well-structured business vocabularies and business rules from formal use case models represented through a set of use case diagrams; Object Management Group's (OMG) standards Semantics for Business Vocabulary and Rules (SBVR) and Unified Modeling Language (UML) were used for this purpose. The proposed solution consists of two concurrent approaches, namely, automatic and semi-automatic, which may be used selectively to achieve the best expected result. Basic implementation aspects of the solution integrating both approaches are also briefly presented in the paper. While UML use case models is the main subject in this research, the proposed solution may be adopted for other UML and MOF-based models as well.|||||||10.1016/j.jss.2018.03.061|Skersys_2018a||||Journal of Systems and Software|||||||article|||dissertacao-2024.bib
Wizard-guided extraction of SBVR business vocabularies and rules from UML use case models: Practical implementation aspect|Tomas Skersys, Tomas Skersys, Paulius Danènas, Paulius Danenas, Rimantas Butleris, Rimantas Butleris, Rimantas Butleris|2019|null|||||||10.1063/1.5114359|Skersys_2019||||null|||||||article|||dissertacao-2024.bib
Extracting SBVR Business Vocabularies from UML Use Case Models Using M2M Transformations Based on Drag-and-Drop Actions|Tomas Skersys, Tomas Skersys, Paulius Danènas, Paulius Danenas, Rimantas Butleris, Rimantas Butleris, Armantas Ostreika, Armantas Ostreika, Jonas Čeponis, Jonas Ceponis|2021|In the domain of model-driven system engineering, model-to-model (M2M) transformations present a very relevant topic because they may provide much-needed automation capabilities to the whole CASE-supported system development life cycle. Nonetheless, it is observed that throughout the whole development process M2M transformations are spread unevenly; in this respect, the phases of Business Modeling and System Analysis are arguably the most underdeveloped ones. The main novelty and contributions of this paper are the presented set of model-based transformations for extracting well-structured SBVR business vocabularies from visual UML use case models, which utilizes M2M transformation technology based on the so-called drag-and-drop actions. The conducted experiments show that this new development provides the same transformation power while introducing more flexibility to the model development process as compared to our previously developed approach for (semi-)automatic extraction of SBVR business vocabularies from UML use case models.|||||||10.3390/app11146464|Skersys_2021||||Applied Sciences|||||||article|||dissertacao-2024.bib
Transforming BPMN Processes to SBVR Process Rules with Deontic Modalities|Tomas Skersys, Tomas Skersys, Paulius Danenas, Paulius Danènas, Egle Mickeviciute, Eglė Mickevičiūtė, Rimantas Butleris, Rimantas Butleris|2022|The Object Management Group (OMG) has put considerable effort into the standardization of various business modeling aspects within the context of model-driven systems development. Indeed, the Business Process Model and Notation (BPMN) is now arguably the most popular process modeling language. At the same time, the Semantics of Business Vocabulary and Business Rules (SBVR), which is a novel and formally sound standard for the specification of virtually any kind of knowledge using controlled natural language, is also gaining its grounds. Nonetheless, the integration between these two very much related standards remains weak. In this paper, we present one such integration effort, namely an approach for the extraction of SBVR process rules from BPMN processes. To accomplish this, we utilized model-to-model transformation technology, which is one of the core features of Model-Driven Architecture. At the core of the presented solution stands a set of model transformation rules and two algorithms specifying the formation of formally defined process rules from process models. Basic implementation aspects, together with the source code of the solution, are also presented in the paper. The experimental results acquired from the automatic model transformation have shown full compliance with the benchmark results and cover the entirety of the specified flow of work defined in the experimental process models. Following this, it is safe to conclude that the set of specified transformation rules and algorithms was sufficient for the given scope of the experiment, providing a solid background for the practical application and future developments of the solution.|||||||10.3390/app12188976|Skersys_2022||||Applied sciences|||||||article|||dissertacao-2024.bib
Data-driven Improvement of Online Conformance Checking|Florian Stertz, Florian Stertz, Juergen Mangler, Juergen Mangler, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma|2020|Conformance checking takes a process model and a process log as input and quantifies the degree of conformance between both. This allows a comparison between the intended behavior represented by the model and the actual behavior captured by the log and is useful for many applications such as auditing. Existing approaches calculate conformance as follows: each deviation between model and log is corrected by an alignment, e.g., inserting a missing event to the log, that has a standard per-deviation cost of 1. While deviations in the model can be handled this way, there is no way to differentiate between intended (e.g., ad-hoc repair of instances) and unintended (e.g., security breaches) deviations. Hence this work proposes an advanced cost function, that allows for per-deviation adjustments of the per-deviation costs. By inspecting how the data elements of subsequent tasks are affected, it becomes possible to automatically increase or decrease the per-deviation costs of 1, thus allowing for an automatic classification of deviation causes. The proposed approach works offline and online (i.e., at runtime) and is evaluated based on a real-world dataset from the manufacturing domain.|||||||10.1109/edoc49727.2020.00031|Stertz_2020||||null|||||||article|||dissertacao-2024.bib
NLP Based Retrieval of Semantically Similar Private Tax Rulings|Tomasz Strąk, Michał Tuszyński|2022|We report preliminary findings of the use of Natural Language Processing (NLP) methods for retrieving semantically similar private tax rulings (PTRs). The PTR corpus contains now more than 400 thousands of PTRs and was first described quantitively in [17]. Experiments show that use of BERT-based embeddings and cosine similarity results in very high quality set of legally similar PTRs. The quality of the set is at least on par with a manual search performed by a certified tax advisor. We also show that similar PTRs form high quality clusters that can be used for investigation of fine structure of the set. The results presented in the paper, although preliminary, already have significant practical value for tax practitioners.|||||||10.1016/j.procs.2022.09.343|Strąk_2022||||null|||||||article|||dissertacao-2024.bib
Exploring network analysis in a corpus-based approach to legal texts: A case study|Emilio Sulis, Emilio Sulis, Llio Humphreys, Llio Humphreys, Fabiana Vernero, Fabiana Vernero, Fabiana Vernero, Ilaria Angela Amantea, Ilaria Angela Amantea, Luigi Di, L. Di Caro, Luigi Di Caro, Davide Audrito, Davide Audrito, S. Montaldo, Stefano Montaldo|2020|null|||||||null|Sulis_2020||||null|||||||article|||dissertacao-2024.bib
Exploiting co-occurrence networks for classification of implicit inter-relationships in legal texts|Emilio Sulis, Emilio Sulis, Llio Humphreys, Llio Humphreys, Fabiana Vernero, Fabiana Vernero, Ilaria Angela Amantea, Ilaria Angela Amantea, Davide Audrito, Davide Audrito, Luigi Di, Luigi Di Caro|2021|Abstract The interpretation of any legal norm typically requires consideration of relationships between parts within the same piece of legislation. This work describes a general framework for the development of a system to identify and classify implicit inter-relationships between parts of a legal text. In particular, our approach demonstrates the usefulness of co-occurrence networks of terms, in a practical experimental setting based on an EU Regulation. First, a manual annotation task identify instances of different kinds of implicit links in the norm. In addition to a typical NLP pipeline, our framework includes a technique from Information Architecture, i.e. card sorting. Second, we construct co-occurrence networks of the law terms to derive graph metrics. Third, binary classification experiments identify the existence (and the type) of inter-relationships by using a Bag-of-Ngrams model integrated with network analysis features. The results demonstrate how the adoption of co-occurrence network features improves the identification of links, for all the classifiers here considered. This is encouraging toward a wider adoption of this kind of network analysis technique in legal informatics.|||||||10.1016/j.is.2021.101821|Sulis_2021||||Information Systems|||||||article|||dissertacao-2024.bib
Exploiting Textual Similarity Techniques in Harmonization of Laws|Emilio Sulis, Emilio Sulis, Llio Humphreys, Llio Humphreys, Davide Audrito, Davide Audrito, Luigi Di Caro, Luigi Di|2022|AbstractThis paper describes an application of textual similarity techniques in the Legal Informatics domain. In European law, a relevant interest relates to the transposition of EU directives by the Member States, which can be complete, partial, or eventually absent. As part of an European project, legal experts annotated transpositions of six directives on a per-article basis. Following an established NLP pipeline, we explore a similarity-based technique to identify correspondences between transpositions of national implementations. Early results are promising and show the role that Artificial Intelligence may play within the process of harmonization and standardization of domestic legal systems as a result of the adoption of EU legislation.KeywordsLegal informaticsText similarityHarmonization of lawsNatural language processing|||||||10.1007/978-3-031-08421-8_13|Sulis_2022||||Lecture Notes in Computer Science|||||||article|||dissertacao-2024.bib
Explanation of Proofs of Regulatory (Non-)Compliance Using Semantic Vocabularies|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar, Vinay Kulkarni, Vinay Kulkarni|2015|With recent regulatory advances, modern enterprises have to not only comply with regulations but have to be prepared to provide explanation of proof of (non-)compliance. On top of compliance checking, this necessitates modeling concepts from regulations and enterprise operations so that stakeholder-specific and close to natural language explanations could be generated. We take a step in this direction by using Semantics of Business Vocabulary and Rules to model and map vocabularies of regulations and operations of enterprise. Using these vocabularies and leveraging proof generation abilities of an existing compliance engine, we show how such explanations can be created. Basic natural language explanations that we generate can be easily enriched by adding requisite domain knowledge to the vocabularies.|||||||10.1007/978-3-319-21542-6_25|Sunkle_2015||||null|||||||article|||dissertacao-2024.bib
Toward Better Mapping between Regulations and Operations of Enterprises Using Vocabularies and Semantic Similarity|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar, Vinay Kulkarni, Vinay Kulkarni|2015|Industry governance, risk, and compliance (GRC) solutions stand to gain from various analyses offered by formal compliance checking approaches. Such adoption is made difficult by the fact that most formal approaches assume that a mapping between concepts of regulations and models of operational specifics exists. Industry solutions offer tagging mechanisms to map regulations to operational specifics; however, they are mostly semi-formal in nature and tend to rely extensively on experts. We propose to use Semantics of Business Vocabularies and Rules along with similarity measures to create an explicit mapping between concepts of regulations and models of operational specifics of the enterprise. We believe that our work-in-progress takes a step toward adapting and leveraging formal compliance checking approaches in industry GRC solutions.|||||||10.7250/csimq.2015-5.04|Sunkle_2015a||||null|||||||article|||dissertacao-2024.bib
Toward Better Mapping between Regulations and Operations of Enterprises Using Vocabularies and Semantic Similarity|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar, Vinay Kulkarni, Vinay Kulkarni|2015|Industry governance, risk, and compliance (GRC) solutions stand to gain from various analyses offered by formal compliance checking approaches. Such adoption is made difficult by the fact that most formal approaches assume that a mapping between concepts of regulations and models of operational specifics exists. Industry solutions offer tagging mechanisms to map regulations to operational specifics; however, they are mostly semi-formal in nature and tend to rely extensively on experts. We propose to use Semantics of Business Vocabularies and Rules along with similarity measures to create an explicit mapping between concepts of regulations and models of operational specifics of the enterprise. We believe that our work-in-progress takes a step toward adapting and leveraging formal compliance checking approaches in industry GRC solutions.|||||||10.7250/csimq.2015-5.04|Sunkle_2015b||||null|||||||article|||dissertacao-2024.bib
"Model-driven regulatory compliance: a case study of ""know your customer"" regulations"|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar, Vinay Kulkarni, Vinay Kulkarni|2015|Modern enterprises face an unprecedented regulatory regime. Industry governance, risk, and compliance (GRC) solutions are document-oriented and expert-driven. Formal compliance checking techniques in contrast attempt to provide ways for rigorous modeling and analysis of regulatory compliance but miss out on holistic GRC perspective due to missing integration between diverse set of (semi-) formal models. We show that streamlining regulatory compliance using multiple purposive models of various aspects of regulations, it is possible to leverage both the rigor of formal techniques and the holistic enterprise GRC perspective. Our contributions are twofold. First, we present a model-driven architecture based on a conceptual model of integrated GRC that is capable of addressing key challenges of regulatory compliance. Second, using Know Your Customer regulations in Indian context as a case study, we demonstrate the utility of this architecture. Initial results with KYC regulations are promising and point to further work in model-driven regulatory compliance.|||||||10.1109/models.2015.7338275|Sunkle_2015c||||null|||||||article|||dissertacao-2024.bib
Toward Better Mapping between Regulations and Operational Details of Enterprises Using Vocabularies and Semantic Similarity.|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar, Vinay Kulkarni, Vinay Kulkarni|2015|null|||||||null|Sunkle_2015d||||null|||||||article|||dissertacao-2024.bib
Solving Semantic Disparity and Explanation Problems in Regulatory Compliance- A Research-In-Progress Report with Design Science Research Perspective|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar, Vinay Kulkarni, Vinay Kulkarni|2015|Modern enterprises increasingly face the challenge of keeping pace with regulatory compliances. Semantic disparity between regulation texts, their interpretations, and operational specifics of enterprise often leads enterprises to situations where it becomes difficult for them to establish what compliance means, how they are supposed to affect it in the operational practices, and how to prove that they comply when asked for explanations of (non-)compliance. We take a step toward reducing the semantic disparity by using semantic vocabularies to map regulations with available operational details of enterprise and utilize them in enacting compliance. We also propose to provide explanations of proofs of (non-)compliance. We report our ongoing work in this regard using the design science research (DSR) paradigm. Initial iterations of design cycle from DSR have been useful to us in identifying and matching stakeholder-specific goals in solving these problems.|||||||10.1007/978-3-319-19237-6_21|Sunkle_2015e||||null|||||||article|||dissertacao-2024.bib
Comparison and Synergy Between Fact-Orientation and Relation Extraction for Domain Model Generation in Regulatory Compliance|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar, Vinay Kulkarni, Vinay Kulkarni|2016|Modern enterprises need to treat regulatory compliance in a holistic and maximally automated manner, given the stakes and complexity involved. The ability to derive the models of regulations in a given domain from natural language texts is vital in such a treatment. Existing approaches automate regulatory rule extraction with a restricted use of domain models counting on the knowledge and efforts of domain experts. We present a semi-automated treatment of regulatory texts by automating in unison, the key steps in fact-orientation and relation extraction. In addition, we utilize the domain models in learning to identify rules from the text. The key benefit of our approach is that it can be applied to any legal text with a considerably reduced burden on domain experts. Early results are encouraging and pave the way for further explorations.|||||||10.1007/978-3-319-46397-1_29|Sunkle_2016||||null|||||||article|||dissertacao-2024.bib
Toward (Semi-) Automated End-to-End Model-driven Compliance Framework.|Sagar Sunkle, Sagar Sunkle, Deepali Kholkar, Deepali Kholkar|2016|null|||||||null|Sunkle_2016b||||null|||||||article|||dissertacao-2024.bib
GENERATION OF PROOF EXPLANATION IN REGULATORY COMPLIANCE MANAGEMENT|Sagar Sunkle, Deepali Kholkar, Vinay Kulkarni|2017|This disclosure relates generally to regulatory compliance management, and more particularly to method and system for generation of proof explanation in regulatory compliance management. In one embodiment, the method for includes modeling an operations dictionary associated with business facts data of an enterprise, a regulations dictionary from regulatory rules data and a terminological dictionary having terminological variations of concepts and natural language statements associated with the regulatory rules data. A proof of one of a compliance and non-compliance in form of one of success rules and failure rules and corresponding facts is obtained from a compliance determination engine. The method includes systematically mapping words selected from the operations dictionary, the regulations dictionary and the terminological dictionary based at least on a concept associated with the proof to obtain the explanation of the proof in natural language.|||||||null|Sunkle_2017||||null|||||||article|||dissertacao-2024.bib
Authoring Models of Regulations: Providing Assistance and Validation|Sagar Sunkle, Sagar Sunkle, Suman Roychoudhury, Suman Roychoudhury, Deepali Kholkar, Deepali Kholkar|2020|Modern enterprises operate in an unprecedented regulatory environment with the possibility of heavy penalties for non-compliance. Previous research in the field of compliance has established that the manual specification/tagging of the regulations not only fails to ensure their proper coverage but also negatively affects the turnaround time both in proving and maintaining the compliance. The contribution in this chapter is a framework that aids the domain experts in the transformation of regulations present in legal natural language text (English) to a model form via authoring and validation of structured English rules. This generated regulatory model is eventually translated to formal logic that enables formal compliance checking contrary to current industry practice, that provides content management-based, document-driven, and expert-dependent ways of managing regulatory compliance. The authors draw statistics from a real-world case study of money market statistical reporting (MMSR) regulations for a large European bank to demonstrate the benefits of aided authoring and validation.|||||||10.4018/978-1-7998-0108-5.ch005|Sunkle_2020||||null|||||||article|||dissertacao-2024.bib
Natural language based constraints for web services|Dur Sameen Tabasswn, Dur Sameen Tabasswn, Siddiqui Habiba, Habiba Siddiqui, Shabana Ramzan, Shabana Ramzan|2016|Natural Language Processing (NLP) is an important and beneficial field of knowledge in the modern age of software development and playing an essential role in problem solving, researchers used it to evaluate and interpret problems. Constraints perform significant role in Natural Language Processing (NLP), these have been already used in natural language generation to solve generation and ambiguity issues. OWL Syntax is challenging, writing constraints in OWL is time consuming process and understanding of the domain is also required, specifically to new users. The proposed methodologies will affluence the application process by operating natural language constraints over web to ease the commercial business. In this paper our basic aim is to write NL constraints in simple English language and purposed model automatically convert them to OWL. The purposed model contains simple NL constraints which are analyzed using NLP techniques and afterward by using RDF and RDFS, OWL is produced. The design system produces profligate and rapid NL constraints, instead of OWL in which writing constraints is very problematic and elucidate many complex complications of web application.|||||||10.1109/intech.2016.7845054|Tabasswn_2016||||null|||||||article|||dissertacao-2024.bib
Named Entity Recognition for Entity Linking: What Works and What’s Next|Simone Tedeschi, Simone Tedeschi, Simone Conia, Simone Conia, Francesco Cecconi, Francesco Cecconi, Roberto Navigli, Roberto Navigli|2021|Entity Linking (EL) systems have achieved impressive results on standard benchmarks mainly thanks to the contextualized representations provided by recent pretrained language models. However, such systems still require massive amounts of data – millions of labeled examples – to perform at their best, with training times that often exceed several days, especially when limited computational resources are available. In this paper, we look at how Named Entity Recognition (NER) can be exploited to narrow the gap between EL systems trained on high and low amounts of labeled data. More specifically, we show how and to what extent an EL system can benefit from NER to enhance its entity representations, improve candidate selection, select more effective negative samples and enforce hard and soft constraints on its output entities. We release our software – code and model checkpoints – at https://github.com/Babelscape/ner4el.|||||||null|Tedeschi_2021||||null|||||||article|||dissertacao-2024.bib
Improving Quality of Business Models using Business Vocabulary based Synchronization Method|Lina Tutkute, Lina Tutkute, Rimantas Butleris, Rimantas Butleris, Virginija Uzdanaviciute, V. Uzdanaviciūte, Edvinas Sinkevicius, Edvinas Sinkevicius, Tomas Skersys, Tomas Skersys, Kęstutis Kapočius, Kestutis Kapocius|2013|The synchronization of the business processes and business vocabulary allows to increase the effectiveness in the business process management, eliminate the inconsistencies in the models and enables users to represent real world processes adequately. The proposed method allows synchronizing Business Process Model and Notation process models and Semantic Business Vocabulary and Rules business vocabulary in an automatic manner. The extraction of the elements of the business vocabulary is based on the Stanford POS Tagger method which is adapted to the peculiarity of the business process models. The paper represents the main principles of the synchronization method and the results of its evaluation performing the practical experiment. The defined quality criteria (inner compatibility of business process model, automated extraction of business vocabulary, completeness of obtained business vocabulary, validity of obtained business vocabulary and adequacy to domain) reveal the main advantages of the proposed method. DOI: http://dx.doi.org/10.5755/j01.eee.19.6.3426|||||||10.5755/j01.eee.19.6.3426|Tutkute_2013||||Elektronika Ir Elektrotechnika|||||||article|||dissertacao-2024.bib
Characterizing Regulatory Documents and Guidelines Based on Text Mining|Karolin Winter, Karolin Winter, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Wilfried Grossmann, Wilfried Grossmann, Ingo Feinerer, Ingo Feinerer, Zhenliang Ma, Zhendong Ma|2017|Implementing rules, constraints, and requirements contained in regulatory documents such as standards or guidelines constitutes a mandatory task for organizations and institutions across several domains. Due to the amount of domain-specific information and actions encoded in these documents, organizations often need to establish cooperations between several departments and consulting experts to guide managers and employees in eliciting compliance requirements. Providing computer-based guidance and support for this often costly and tedious compliance task is the aim of this paper. The presented methodology utilizes well-known text mining techniques and clustering algorithms to classify (families) of documents according to topics and to derive significant sentences which support users in understanding and implementing compliance-related documents. Applying the approach to collections of documents from the security and the medical domain demonstrates that text mining is a promising domain-independent mean to provide support to the understanding, extraction, and analysis of regulatory documents.|||||||10.1007/978-3-319-69462-7_1|Winter_2017||||null|||||||article|||dissertacao-2024.bib
Detecting Constraints and Their Relations from Regulatory Documents Using NLP Techniques|Karolin Winter, Karolin Winter, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma|2018|Extracting constraints and process models from natural language text is an ongoing challenge. While the focus of current research is merely on the extraction itself, this paper presents a three step approach to group constraints as well as to detect and display relations between constraints in order to ease their implementation. For this, the approach uses NLP techniques to extract sentences containing constraints, group them by, e.g., stakeholders or topics, and detect redundant, subsuming, and conflicting pairs of constraints. These relations are displayed using network maps. The approach is prototypically implemented and evaluated based on regulatory documents from the financial sector as well as expert interviews.|||||||10.1007/978-3-030-02610-3_15|Winter_2018||||null|||||||article|||dissertacao-2024.bib
Detecting Constraints and Relations using NLP Techniques|Karolin Winter, Karolin Winter, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma|2018|Extracting constraints and process models from natural language text is an ongoing challenge. While the focus of current research is merely on the extraction itself, this paper presents a three step approach to group constraints as well as to detect and display relations between constraints in order to ease their implementation. For this, the approach uses NLP techniques to extract sentences containing constraints, group them by, e.g., stakeholders or topics, and detect redundant, subsuming, and conflicting pairs of constraints. These relations are displayed using network maps. The approach is prototypically implemented and evaluated based on regulatory documents from the financial sector as well as expert interviews.|||||||10.1007/978-3-030-02610-3_15>|Winter_2018b||||null|||||||article|||dissertacao-2024.bib
Untangling the GDPR Using ConRelMiner|Karolin Winter, Karolin Winter, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma|2018|The General Data Protection Regulation (GDPR) poses enormous challenges on companies and organizations with respect to understanding, implementing, and maintaining the contained constraints. We report on how the ConRelMiner method can be used for untangling the GDPR. For this, the GDPR is filtered and grouped along the roles mentioned by the GDPR and the reduction of sentences to be read by analysts is shown. Moreover, the output of the ConRelMiner - a cluster graph with relations between the sentences - is displayed and interpreted. Overall the goal is to illustrate how the effort for implementing the GDPR can be reduced and a structured and meaningful representation of the relevant GDPR sentences can be found.|||||||null|Winter_2018c||||arXiv: Computation and Language|||||||article|||dissertacao-2024.bib
Deriving and Combining Mixed Graphs from Regulatory Documents Based on Constraint Relations|Karolin Winter, Karolin Winter, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma|2019|Extracting meaningful information from regulatory documents such as the General Data Protection Regulation (GDPR) is of utmost importance for almost any company. Existing approaches pose strict assumptions on the documents and output models containing inconsistencies or redundancies since relations within and across documents are neglected. To overcome these shortcomings, this work aims at deriving mixed graphs based on paragraph embedding as well as process discovery and combining these graphs using constraint relations such as “redundant” or “conflicting” detected by the ConRelMiner method. The approach is implemented and evaluated based on two real-world use cases: Austria’s energy use cases plus the contained process models as ground truth and the GDPR. Mixed graphs and their combinations constitute the next step towards an end-to-end solution for extracting process models from text, either from scratch or amending existing ones.|||||||10.1007/978-3-030-21290-2_27|Winter_2019||||null|||||||article|||dissertacao-2024.bib
Assessing the compliance of business process models with regulatory documents|Karolin Winter, Karolin Winter, Han Aa, Han Aa, Han Aa, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Stefanie Rinderle-Ma, Matthias Weidlich, Matthias Weidlich, Matthias Weidlich|2020|AbstractImplementing regulatory documents is a recurring, mostly manual and time-consuming task for companies. To establish and ensure regulatory compliance, constraints need to be extracted from the documents and integrated into process models capturing existing operational practices. Since regulatory documents and processes are subject to frequent change, the constant comparison between both is mandatory. Additionally, new regulations must be integrated and checked against existing process models. To address these challenges, we provide an approach that uses natural language processing to automatically support compliance assessment between regulatory documents and process model repositories. The outcome is a pairwise matching between parts of a regulatory document and process models from a repository. This matching can be used to either determine the coverage of regulations by a process model or to guide compliance assessment by ranking models based on their fitness and cost. The approach is implemented and applied in two real-world case studies: one from the energy domain and the other based on the General Data Protection Regulation.KeywordsCompliance assessmentRegulatory documentsBusiness process modelsNatural language processing|||||||null|Winter_2020||||null|||||||article|||dissertacao-2024.bib
